state;account_length;area_code;international_plan;voice_mail_plan;number_vmail_messages;total_day_minutes;total_day_calls;total_day_charge;total_eve_minutes;total_eve_calls;total_eve_charge;total_night_minutes;total_night_calls;total_night_charge;total_intl_minutes;total_intl_calls;total_intl_charge;number_customer_service_calls;churn
AL;12;area_code_408;no;no;0;239,7;112;40,8;221,1;122;18,8;207,3;109;9,3;11,1;3;3,0;2;no
TX;109;area_code_510;yes;no;0;159,6;136;27,1;151,0;126;12,8;142,1;53;6,4;7,3;4;2,0;4;yes
CT;142;area_code_510;no;yes;38;231,2;125;39,3;174,8;121;14,9;171,2;87;7,7;12,4;2;3,4;4;no
OR;60;area_code_510;no;no;0;203,7;95;34,6;212,6;122;18,1;177,1;103;8,0;7,9;1;2,1;3;no
IN;168;area_code_415;no;no;0;160,6;110;27,3;185,2;120;15,7;120,2;104;5,4;9,1;4;2,5;1;yes
NY;138;area_code_415;yes;no;0;261,1;96;44,4;170,9;120;14,5;71,1;89;3,2;0,0;0;0,0;3;yes
WY;88;area_code_415;no;no;0;138,7;92;23,6;205,8;73;17,5;247,9;119;11,2;9,8;5;2,7;1;no
WI;119;area_code_415;no;no;0;226,6;126;38,5;143,6;107;12,2;94,9;123;4,3;12,1;5;3,3;1;no
DE;31;area_code_408;no;no;0;229,1;120;39,0;172,4;79;14,7;243,6;102;11,0;11,0;4;3,0;3;no
TN;102;area_code_408;no;no;0;157,4;83;26,8;47,3;102;4,0;160,4;92;7,2;11,4;5;3,1;0;no
DC;149;area_code_415;no;yes;25;185,6;109;31,6;167,3;89;14,2;171,6;100;7,7;10,7;3;2,9;1;yes
TX;138;area_code_415;no;no;0;217,2;73;36,9;190,8;127;16,2;133,5;97;6,0;5,2;3;1,4;4;no
DC;118;area_code_415;no;no;0;183,1;128;31,1;241,0;93;20,5;211,1;108;9,5;12,5;4;3,4;0;no
TN;222;area_code_408;no;yes;34;218,5;89;37,2;160,7;76;13,7;181,6;76;8,2;4,9;5;1,3;4;no
MI;130;area_code_415;no;no;0;143,8;76;24,5;274,8;103;23,4;194,7;105;8,8;12,3;1;3,3;0;no
DE;140;area_code_415;no;no;0;143,0;100;24,3;193,4;89;16,4;59,5;81;2,7;12,3;8;3,3;4;yes
CO;101;area_code_415;no;yes;39;147,2;105;25,0;168,8;96;14,4;165,3;118;7,4;13,0;4;3,5;1;no
NJ;134;area_code_415;no;yes;32;224,0;75;38,1;97,5;103;8,3;211,6;80;9,5;10,7;5;2,9;2;no
OK;88;area_code_408;yes;no;0;132,9;132;22,6;208,2;82;17,7;260,5;42;11,7;14,4;11;3,9;2;yes
VA;118;area_code_408;no;no;0;160,3;110;27,3;53,2;92;4,5;130,7;119;5,9;10,5;4;2,8;0;no
TN;93;area_code_415;no;yes;21;213,8;103;36,4;257,7;72;21,9;218,4;114;9,8;7,2;6;1,9;1;no
HI;232;area_code_415;no;no;0;248,2;128;42,2;211,2;96;18,0;147,1;117;6,6;10,0;6;2,7;2;no
PA;137;area_code_415;no;yes;25;174,6;88;29,7;243,8;118;20,7;259,7;103;11,7;12,2;3;3,3;3;no
WY;3;area_code_415;no;yes;23;205,5;102;34,9;209,5;83;17,8;182,3;99;8,2;6,4;4;1,7;0;no
RI;137;area_code_415;no;no;0;209,1;104;35,6;189,4;96;16,1;214,4;83;9,7;14,8;4;4,0;3;no
RI;42;area_code_415;no;no;0;251,1;81;42,7;178,3;106;15,2;184,6;90;8,3;12,7;5;3,4;0;no
MD;58;area_code_408;no;no;0;187,6;113;31,9;217,4;115;18,5;139,7;92;6,3;9,8;5;2,7;3;no
KY;55;area_code_415;no;yes;37;197,5;89;33,6;228,7;141;19,4;313,4;121;14,1;19,7;2;5,3;1;no
OH;69;area_code_510;no;no;0;221,6;88;37,7;231,8;87;19,7;211,7;116;9,5;8,6;9;2,3;1;no
VA;100;area_code_415;no;no;0;200,7;151;34,1;290,8;127;24,7;186,7;105;8,4;10,2;9;2,8;1;no
PA;86;area_code_510;no;no;0;212,8;79;36,2;90,9;145;7,7;152,3;67;6,9;11,9;3;3,2;2;no
NE;105;area_code_510;no;no;0;213,3;99;36,3;153,1;79;13,0;227,9;98;10,3;10,8;5;2,9;1;no
GA;111;area_code_408;yes;no;0;177,1;102;30,1;249,1;102;21,2;153,3;66;6,9;8,8;4;2,4;2;no
ME;75;area_code_408;no;no;0;229,2;59;39,0;142,8;107;12,1;291,6;109;13,1;8,5;5;2,3;0;no
OH;95;area_code_510;no;yes;24;129,4;120;22,0;159,8;68;13,6;214,4;83;9,7;12,6;4;3,4;4;yes
ID;137;area_code_510;no;no;0;203,1;97;34,5;132,0;76;11,2;250,9;94;11,3;9,2;4;2,5;4;no
KS;116;area_code_408;yes;no;0;232,2;98;39,5;244,7;91;20,8;151,3;69;6,8;10,6;1;2,9;7;yes
TN;125;area_code_415;no;no;0;138,5;96;23,6;159,7;117;13,6;212,7;91;9,6;7,7;3;2,1;2;no
WA;65;area_code_415;no;no;0;189,3;74;32,2;205,3;90;17,5;228,2;78;10,3;8,5;13;2,3;3;no
VT;100;area_code_510;no;no;0;254,2;97;43,2;262,0;88;22,3;256,3;82;11,5;13,6;6;3,7;0;yes
IL;70;area_code_408;no;no;0;176,5;85;30,0;119,2;93;10,1;227,7;90;10,3;8,7;5;2,4;1;no
ID;67;area_code_415;no;no;0;234,3;111;39,8;206,4;87;17,5;157,3;101;7,1;5,8;10;1,6;3;no
DE;50;area_code_510;no;yes;39;147,3;75;25,0;244,8;74;20,8;216,9;101;9,8;13,2;3;3,6;2;no
AK;42;area_code_415;no;no;0;171,0;129;29,1;183,9;96;15,6;130,2;90;5,9;4,6;6;1,2;0;no
MO;103;area_code_415;no;yes;34;240,6;92;40,9;204,2;99;17,4;297,0;82;13,4;12,7;9;3,4;5;no
NE;90;area_code_415;no;no;0;114,4;108;19,5;232,8;150;19,8;198,1;78;8,9;8,9;3;2,4;0;no
FL;66;area_code_510;no;no;0;113,9;112;19,4;271,8;106;23,1;216,7;95;9,8;15,6;3;4,2;2;no
MI;22;area_code_408;no;no;0;180,0;65;30,6;207,0;106;17,6;182,8;111;8,2;8,3;6;2,2;1;no
PA;147;area_code_510;no;yes;35;110,8;123;18,8;199,2;81;16,9;212,9;77;9,6;8,9;4;2,4;2;no
AR;57;area_code_415;no;yes;26;138,7;99;23,6;134,5;105;11,4;261,7;95;11,8;13,0;5;3,5;2;no
KY;7;area_code_510;no;yes;33;211,8;99;36,0;170,9;110;14,5;244,2;125;11,0;11,2;4;3,0;2;no
MN;85;area_code_415;no;no;0;234,5;113;39,9;237,3;116;20,2;122,7;110;5,5;12,9;3;3,5;4;no
TX;92;area_code_510;no;no;0;240,2;86;40,8;107,6;79;9,2;156,6;121;7,1;7,5;4;2,0;1;no
HI;92;area_code_510;no;no;0;222,4;105;37,8;164,0;129;13,9;233,3;113;10,5;9,9;8;2,7;1;no
WI;133;area_code_415;no;no;0;113,3;137;19,3;160,2;103;13,6;228,8;98;10,3;10,1;7;2,7;2;no
NV;134;area_code_408;no;no;0;107,0;146;18,2;220,0;116;18,7;149,8;108;6,7;7,2;3;1,9;2;no
IL;66;area_code_415;no;yes;31;163,2;106;27,7;267,9;108;22,8;172,6;100;7,8;9,7;5;2,6;1;no
MS;65;area_code_510;no;no;0;193,8;113;33,0;151,7;106;12,9;208,9;94;9,4;12,6;3;3,4;3;no
MA;102;area_code_510;no;no;0;143,7;82;24,4;170,9;83;14,5;310,9;112;14,0;9,8;1;2,7;2;no
OR;101;area_code_415;yes;no;0;169,5;117;28,8;212,0;111;18,0;204,0;120;9,2;9,7;1;2,6;0;yes
AR;115;area_code_415;no;yes;37;184,1;67;31,3;159,4;104;13,6;193,3;121;8,7;13,3;3;3,6;0;no
LA;111;area_code_408;no;yes;33;154,0;122;26,2;207,3;123;17,6;186,2;105;8,4;10,8;8;2,9;1;no
NJ;121;area_code_415;no;no;0;166,3;114;28,3;138,8;130;11,8;215,3;108;9,7;10,4;10;2,8;2;no
MT;108;area_code_415;no;no;0;108,6;128;18,5;325,2;97;27,6;173,6;67;7,8;9,3;6;2,5;0;no
MD;63;area_code_415;no;yes;25;230,3;82;39,2;165,6;96;14,1;227,7;125;10,3;9,0;2;2,4;1;no
CT;59;area_code_415;no;yes;46;200,1;44;34,0;126,0;78;10,7;146,3;123;6,6;10,6;5;2,9;1;no
OH;82;area_code_415;no;no;0;179,2;95;30,5;228,9;95;19,5;187,7;100;8,5;13,2;2;3,6;1;no
NV;110;area_code_510;no;no;0;129,5;94;22,0;92,6;96;7,9;154,3;110;6,9;9,9;5;2,7;3;no
KS;85;area_code_408;no;no;0;164,0;111;27,9;229,4;108;19,5;220,7;105;9,9;9,3;2;2,5;1;no
TX;46;area_code_415;no;no;0;230,7;117;39,2;186,2;84;15,8;182,2;109;8,2;9,2;4;2,5;2;no
MN;44;area_code_408;no;no;0;207,2;90;35,2;178,6;76;15,2;182,0;74;8,2;0,0;0;0,0;0;no
MT;171;area_code_408;no;no;0;171,9;99;29,2;249,2;95;21,2;174,9;81;7,9;12,5;4;3,4;1;no
AK;88;area_code_415;no;yes;37;181,7;88;30,9;237,4;106;20,2;209,1;111;9,4;9,5;5;2,6;2;no
HI;169;area_code_408;no;no;0;240,7;119;40,9;141,1;102;12,0;120,6;56;5,4;7,7;2;2,1;2;no
TX;48;area_code_510;no;no;0;198,2;108;33,7;181,0;70;15,4;238,9;86;10,8;12,1;2;3,3;1;no
ID;65;area_code_408;no;no;0;96,0;95;16,3;117,0;82;10,0;172,9;114;7,8;6,7;3;1,8;3;no
KY;53;area_code_510;no;no;0;171,5;75;29,2;224,5;111;19,1;187,4;84;8,4;9,7;6;2,6;1;no
AR;72;area_code_415;no;yes;27;111,7;68;19,0;252,8;106;21,5;255,5;109;11,5;7,8;4;2,1;1;no
OR;100;area_code_510;no;no;0;152,7;98;26,0;212,4;73;18,1;264,5;90;11,9;7,9;3;2,1;2;no
MN;82;area_code_415;no;no;0;194,7;105;33,1;210,9;100;17,9;236,9;143;10,7;11,6;3;3,1;3;no
HI;71;area_code_415;no;no;0;119,9;108;20,4;240,7;82;20,5;151,1;124;6,8;8,1;7;2,2;3;no
LA;103;area_code_415;no;no;0;222,9;129;37,9;205,0;87;17,4;141,3;99;6,4;9,9;2;2,7;1;no
RI;87;area_code_415;no;no;0;210,7;46;35,8;215,6;116;18,3;170,4;79;7,7;13,2;3;3,6;1;no
MD;116;area_code_408;no;no;0;254,6;107;43,3;249,4;89;21,2;229,6;77;10,3;9,0;18;2,4;2;yes
MS;140;area_code_415;no;no;0;265,0;100;45,1;147,6;89;12,6;247,7;94;11,2;10,7;3;2,9;1;no
TN;93;area_code_408;no;no;0;172,3;135;29,3;318,7;95;27,1;131,5;104;5,9;11,5;4;3,1;3;no
ID;90;area_code_415;no;no;0;259,1;140;44,1;124,0;119;10,5;188,3;79;8,5;12,8;3;3,5;0;no
GA;130;area_code_415;no;no;0;211,4;91;35,9;191,0;62;16,2;207,3;109;9,3;11,6;3;3,1;1;no
KS;121;area_code_408;yes;no;0;175,9;87;29,9;225,3;114;19,2;156,2;113;7,0;10,4;3;2,8;2;no
WV;94;area_code_415;yes;yes;39;115,5;90;19,6;122,5;99;10,4;197,7;110;8,9;7,0;3;1,9;0;no
MS;76;area_code_408;no;no;0;193,0;82;32,8;200,8;109;17,1;135,9;79;6,1;14,4;3;3,9;0;no
MS;69;area_code_510;no;no;0;167,4;105;28,5;121,5;142;10,3;209,3;83;9,4;16,0;2;4,3;1;no
SC;117;area_code_415;no;yes;35;190,7;100;32,4;209,7;107;17,8;202,5;101;9,1;12,4;5;3,4;1;no
KS;70;area_code_415;no;no;0;325,5;128;55,3;300,3;105;25,5;199,8;93;9,0;5,7;7;1,5;1;yes
ID;130;area_code_415;no;no;0;139,0;98;23,6;120,2;116;10,2;160,4;113;7,2;14,5;2;3,9;3;no
AK;109;area_code_415;no;yes;40;155,9;110;26,5;161,2;99;13,7;229,2;81;10,3;11,5;13;3,1;0;no
MS;115;area_code_415;no;no;0;182,1;97;31,0;231,1;76;19,6;246,2;103;11,1;15,0;2;4,1;0;no
NY;114;area_code_408;no;no;0;139,8;152;23,8;215,9;76;18,4;96,9;111;4,4;7,9;10;2,1;2;no
OH;135;area_code_510;no;no;0;112,7;123;19,2;280,0;90;23,8;251,9;110;11,3;10,4;2;2,8;0;no
DE;79;area_code_415;no;yes;31;173,2;98;29,4;149,5;123;12,7;245,7;91;11,1;11,5;7;3,1;1;no
RI;123;area_code_408;no;no;0;225,6;102;38,4;225,8;56;19,2;186,7;128;8,4;6,7;2;1,8;1;no
NE;112;area_code_415;yes;no;0;195,7;123;33,3;141,9;124;12,1;136,4;72;6,1;7,9;6;2,1;1;no
HI;57;area_code_415;no;no;0;214,0;100;36,4;209,9;80;17,8;105,1;112;4,7;11,3;1;3,1;0;no
NM;143;area_code_415;no;no;0;271,7;67;46,2;189,1;155;16,1;101,1;55;4,6;17,2;5;4,6;1;no
UT;107;area_code_510;no;no;0;257,7;98;43,8;156,5;84;13,3;104,4;123;4,7;9,8;3;2,7;1;no
MD;103;area_code_415;yes;no;0;133,2;90;22,6;236,8;70;20,1;214,1;120;9,6;12,5;2;3,4;1;yes
IA;157;area_code_415;no;no;0;248,7;113;42,3;251,8;79;21,4;262,7;46;11,8;7,5;3;2,0;5;yes
KY;120;area_code_408;no;no;0;180,8;93;30,7;190,1;82;16,2;192,3;66;8,7;10,5;7;2,8;2;no
VT;81;area_code_415;yes;yes;32;229,0;80;38,9;221,0;113;18,8;291,4;91;13,1;12,4;5;3,4;1;no
NM;136;area_code_408;no;no;0;276,3;94;47,0;226,0;125;19,2;221,4;87;10,0;7,2;1;1,9;1;yes
VT;83;area_code_510;no;yes;37;133,1;117;22,6;171,4;89;14,6;218,1;92;9,8;10,9;4;2,9;3;no
PA;137;area_code_415;no;no;0;248,3;63;42,2;250,4;108;21,3;159,1;94;7,2;9,6;4;2,6;1;no
VT;93;area_code_415;no;yes;37;230,4;95;39,2;155,5;89;13,2;179,0;90;8,1;10,4;9;2,8;3;no
OR;103;area_code_408;no;no;0;185,8;118;31,6;86,8;84;7,4;208,4;115;9,4;10,7;9;2,9;1;no
CA;96;area_code_415;no;no;0;183,9;88;31,3;109,2;86;9,3;190,2;78;8,6;16,6;7;4,5;2;no
NY;77;area_code_415;yes;no;0;132,9;86;22,6;168,1;121;14,3;196,3;102;8,8;7,8;3;2,1;0;no
NM;116;area_code_510;no;no;0;179,0;81;30,4;200,0;116;17,0;168,6;74;7,6;15,8;7;4,3;1;no
MN;96;area_code_408;yes;no;0;188,8;119;32,1;216,9;100;18,4;208,5;116;9,4;5,8;3;1,6;3;no
CT;60;area_code_415;yes;yes;45;135,6;101;23,1;94,9;73;8,1;154,0;118;6,9;9,8;3;2,7;4;yes
IA;105;area_code_408;yes;yes;31;172,5;103;29,3;113,6;102;9,7;261,6;104;11,8;10,8;4;2,9;2;no
NJ;107;area_code_510;no;no;0;156,3;75;26,6;215,3;93;18,3;118,2;115;5,3;8,8;2;2,4;1;no
CA;86;area_code_415;no;no;0;234,6;102;39,9;268,3;109;22,8;195,6;102;8,8;11,6;4;3,1;1;yes
VT;115;area_code_415;no;no;0;202,1;95;34,4;231,6;89;19,7;214,6;165;9,7;13,1;7;3,5;1;no
TN;128;area_code_510;no;yes;40;272,2;112;46,3;239,9;111;20,4;257,3;124;11,6;11,6;2;3,1;1;no
SD;97;area_code_415;no;no;0;245,2;109;41,7;165,5;152;14,1;159,2;96;7,2;9,1;8;2,5;1;no
CO;90;area_code_415;no;no;0;207,6;82;35,3;193,3;105;16,4;149,7;68;6,7;11,2;6;3,0;1;no
KY;22;area_code_415;no;no;0;222,9;97;37,9;172,6;91;14,7;187,6;99;8,4;10,1;3;2,7;1;no
IA;121;area_code_415;no;no;0;273,8;96;46,6;263,1;106;22,4;201,5;83;9,1;10,8;3;2,9;1;yes
CT;169;area_code_510;no;no;0;192,8;98;32,8;273,2;125;23,2;266,3;102;12,0;11,4;6;3,1;2;no
MA;83;area_code_510;no;no;0;268,7;81;45,7;145,5;100;12,4;185,6;86;8,4;9,4;6;2,5;0;no
NV;87;area_code_408;no;yes;48;178,8;91;30,4;246,8;106;21,0;262,4;119;11,8;9,0;8;2,4;1;no
VA;126;area_code_415;no;yes;24;197,3;82;33,5;167,6;51;14,3;222,0;89;10,0;7,4;3;2,0;1;no
NY;61;area_code_415;no;yes;36;233,9;97;39,8;175,6;133;14,9;177,0;83;8,0;9,5;4;2,6;1;no
MO;90;area_code_408;yes;no;0;207,1;87;35,2;208,5;87;17,7;146,0;95;6,6;4,4;5;1,2;2;no
FL;131;area_code_408;no;no;0;136,8;84;23,3;179,4;81;15,3;235,2;151;10,6;5,0;3;1,4;2;no
SC;89;area_code_415;no;no;0;159,4;126;27,1;207,0;108;17,6;141,6;121;6,4;11,1;4;3,0;1;no
IL;71;area_code_415;no;no;0;112,1;122;19,1;157,9;86;13,4;271,6;104;12,2;11,1;5;3,0;0;no
NE;166;area_code_415;no;no;0;238,6;117;40,6;242,8;73;20,6;203,3;130;9,2;10,0;8;2,7;4;no
AK;146;area_code_510;yes;no;0;163,5;85;27,8;224,8;149;19,1;253,1;116;11,4;9,8;4;2,7;1;no
TN;90;area_code_408;yes;no;0;127,2;94;21,6;221,1;108;18,8;110,7;106;5,0;11,2;3;3,0;2;no
NM;59;area_code_408;no;no;0;145,8;95;24,8;228,3;81;19,4;247,5;87;11,1;9,6;5;2,6;0;no
NV;25;area_code_415;no;no;0;250,1;108;42,5;221,9;97;18,9;208,5;84;9,4;11,1;3;3,0;2;no
WV;105;area_code_510;no;no;0;101,5;83;17,3;193,8;83;16,5;214,3;113;9,6;11,7;4;3,2;3;no
IL;143;area_code_415;no;yes;26;119,6;133;20,3;247,0;136;21,0;227,3;54;10,2;13,0;3;3,5;1;no
HI;56;area_code_415;no;no;0;158,2;85;26,9;197,9;91;16,8;159,9;133;7,2;7,7;7;2,1;1;no
DC;105;area_code_510;no;no;0;193,2;139;32,8;260,3;104;22,1;226,4;133;10,2;7,8;2;2,1;1;no
ID;73;area_code_510;no;yes;33;217,7;108;37,0;245,7;106;20,9;242,9;100;10,9;8,8;6;2,4;1;no
NC;54;area_code_408;no;no;0;199,8;94;34,0;308,0;112;26,2;162,6;99;7,3;10,1;4;2,7;0;no
AL;98;area_code_510;no;no;0;171,9;77;29,2;235,3;90;20,0;140,3;125;6,3;14,6;4;3,9;2;no
OR;100;area_code_415;no;yes;31;67,7;67;11,5;147,1;116;12,5;288,3;103;13,0;12,3;2;3,3;6;yes
IL;107;area_code_408;no;no;0;228,2;90;38,8;214,2;123;18,2;183,1;79;8,2;10,5;4;2,8;4;no
WV;167;area_code_510;no;no;0;191,5;93;32,6;163,8;76;13,9;189,1;103;8,5;14,1;9;3,8;1;no
MN;49;area_code_415;no;no;0;171,5;86;29,2;188,8;85;16,1;155,1;82;7,0;8,5;2;2,3;2;no
LA;34;area_code_408;no;no;0;151,1;92;25,7;211,7;86;18,0;205,8;72;9,3;9,8;4;2,7;0;no
VT;109;area_code_415;no;no;0;134,3;99;22,8;203,9;103;17,3;297,7;91;13,4;7,6;2;2,1;3;no
IL;109;area_code_510;no;no;0;117,8;64;20,0;216,2;84;18,4;148,4;59;6,7;10,9;5;2,9;1;no
KS;39;area_code_408;no;no;0;181,2;71;30,8;344,9;108;29,3;213,6;145;9,6;12,1;2;3,3;3;no
UT;90;area_code_415;no;no;0;152,3;91;25,9;165,0;120;14,0;294,3;73;13,2;9,0;3;2,4;2;no
KY;114;area_code_408;no;no;0;204,4;91;34,8;239,6;136;20,4;235,0;64;10,6;11,5;3;3,1;2;no
MT;113;area_code_415;no;no;0;283,9;98;48,3;137,1;91;11,7;159,0;110;7,2;11,3;5;3,1;2;no
MA;19;area_code_415;no;yes;29;142,7;94;24,3;129,9;60;11,0;165,3;65;7,4;10,0;4;2,7;0;no
NJ;94;area_code_415;no;no;0;145,4;92;24,7;172,8;103;14,7;183,9;43;8,3;9,3;3;2,5;2;no
WY;69;area_code_415;no;no;0;211,7;94;36,0;236,1;124;20,1;252,7;90;11,4;7,2;2;1,9;4;no
VT;90;area_code_415;no;no;0;192,6;129;32,7;191,6;100;16,3;203,1;105;9,1;11,4;2;3,1;3;no
AL;48;area_code_408;no;no;0;52,0;60;8,8;132,0;79;11,2;185,8;85;8,4;12,3;2;3,3;2;no
DE;122;area_code_415;no;yes;30;237,7;94;40,4;154,7;91;13,2;223,1;98;10,0;9,5;3;2,6;1;no
WV;123;area_code_408;no;yes;31;203,6;108;34,6;156,9;112;13,3;236,2;114;10,6;12,0;5;3,2;1;no
IA;81;area_code_510;no;no;0;192,4;79;32,7;212,7;106;18,1;244,8;83;11,0;8,3;5;2,2;1;no
PA;43;area_code_408;no;no;0;212,5;88;36,1;274,1;145;23,3;194,6;52;8,8;8,6;6;2,3;0;no
TN;25;area_code_415;no;no;0;114,4;114;19,5;201,1;97;17,1;238,4;121;10,7;11,6;4;3,1;3;no
NH;170;area_code_415;no;no;0;222,8;82;37,9;148,2;105;12,6;231,1;75;10,4;13,3;5;3,6;1;no
KY;129;area_code_415;no;no;0;207,7;75;35,3;191,3;116;16,3;226,7;98;10,2;11,6;6;3,1;2;no
MN;132;area_code_510;no;yes;33;157,9;84;26,8;163,9;109;13,9;215,4;87;9,7;11,5;3;3,1;3;no
NM;42;area_code_415;no;no;0;137,9;160;23,4;234,9;107;20,0;166,6;70;7,5;14,3;3;3,9;5;yes
NH;8;area_code_415;no;no;0;176,0;97;29,9;234,2;136;19,9;193,5;134;8,7;8,5;5;2,3;1;no
TX;145;area_code_510;no;no;0;158,8;120;27,0;352,1;145;29,9;177,6;140;8,0;6,2;6;1,7;2;no
AL;131;area_code_415;no;no;0;234,0;117;39,8;209,4;143;17,8;258,8;105;11,7;9,8;3;2,7;1;no
WA;105;area_code_415;no;no;0;132,3;105;22,5;144,5;89;12,3;195,5;127;8,8;5,4;3;1,5;0;no
MN;90;area_code_408;no;yes;32;276,6;76;47,0;138,3;90;11,8;279,6;88;12,6;6,8;3;1,8;3;no
NJ;124;area_code_415;no;no;0;108,2;92;18,4;214,3;83;18,2;185,5;155;8,4;13,2;11;3,6;4;yes
NH;82;area_code_408;no;no;0;156,0;94;26,5;295,6;118;25,1;196,9;84;8,9;14,3;3;3,9;0;no
VT;76;area_code_408;no;no;0;208,5;124;35,5;173,0;117;14,7;221,1;95;10,0;9,8;3;2,7;0;no
NH;98;area_code_415;no;no;0;243,4;88;41,4;147,1;155;12,5;156,4;80;7,0;9,7;4;2,6;2;no
MD;80;area_code_510;yes;no;0;275,4;89;46,8;186,7;66;15,9;201,3;87;9,1;9,4;2;2,5;0;yes
LA;57;area_code_415;no;no;0;198,1;89;33,7;214,2;105;18,2;109,5;106;4,9;7,0;3;1,9;1;no
SC;137;area_code_510;no;no;0;109,8;112;18,7;223,5;88;19,0;247,5;96;11,1;17,8;2;4,8;1;no
AR;87;area_code_510;no;no;0;120,5;99;20,5;210,0;81;17,9;224,7;141;10,1;8,6;2;2,3;2;no
WV;131;area_code_510;no;no;0;256,6;96;43,6;225,2;113;19,1;190,2;91;8,6;11,1;3;3,0;1;yes
AR;116;area_code_408;no;no;0;85,8;88;14,6;115,8;112;9,8;195,9;91;8,8;11,0;2;3,0;1;no
NH;136;area_code_510;no;yes;19;174,0;96;29,6;217,2;126;18,5;220,3;97;9,9;11,4;3;3,1;1;no
TX;149;area_code_510;no;no;0;221,4;95;37,6;198,7;63;16,9;106,2;70;4,8;10,0;3;2,7;1;no
TX;108;area_code_415;no;no;0;133,1;52;22,6;256,3;103;21,8;247,2;118;11,1;11,9;3;3,2;3;no
PA;25;area_code_415;no;no;0;195,2;77;33,2;193,4;81;16,4;231,8;59;10,4;12,2;4;3,3;2;no
ME;104;area_code_415;no;no;0;246,4;108;41,9;205,5;102;17,5;208,1;125;9,4;14,1;8;3,8;2;no
WY;25;area_code_408;no;no;0;199,2;80;33,9;123,2;84;10,5;82,3;77;3,7;9,6;4;2,6;2;no
KY;140;area_code_408;no;yes;24;235,4;92;40,0;160,9;71;13,7;211,9;99;9,5;8,9;2;2,4;3;no
RI;106;area_code_415;no;no;0;155,9;90;26,5;198,0;101;16,8;189,1;95;8,5;8,0;2;2,2;2;no
LA;81;area_code_415;no;yes;43;102,4;102;17,4;225,3;104;19,2;182,3;97;8,2;7,1;5;1,9;2;no
KY;77;area_code_415;no;yes;32;192,2;101;32,7;165,4;84;14,1;230,2;129;10,4;8,0;6;2,2;1;no
DE;87;area_code_415;no;yes;28;202,7;124;34,5;248,9;98;21,2;184,7;50;8,3;14,7;6;4,0;1;no
SD;72;area_code_415;no;yes;38;84,3;116;14,3;267,2;127;22,7;167,7;75;7,6;8,3;6;2,2;4;yes
MS;45;area_code_415;no;yes;18;168,0;127;28,6;155,5;76;13,2;152,7;127;6,9;11,8;5;3,2;0;no
WI;41;area_code_408;yes;yes;31;278,1;86;47,3;268,1;103;22,8;241,5;77;10,9;11,3;4;3,1;0;no
VT;122;area_code_408;no;no;0;128,3;89;21,8;237,7;62;20,2;166,6;128;7,5;11,2;5;3,0;1;no
MA;92;area_code_408;no;yes;21;227,8;107;38,7;156,4;70;13,3;259,7;72;11,7;12,4;3;3,4;0;no
OR;65;area_code_408;yes;no;0;54,8;74;9,3;239,8;93;20,4;214,4;91;9,7;13,4;5;3,6;1;yes
MA;57;area_code_415;no;yes;24;140,2;102;23,8;170,1;107;14,5;143,7;102;6,5;14,0;1;3,8;1;no
MT;127;area_code_408;no;no;0;271,2;110;46,1;213,5;80;18,2;201,8;102;9,1;13,2;4;3,6;0;yes
AK;121;area_code_415;no;no;0;180,0;116;30,6;196,4;112;16,7;280,3;95;12,6;10,1;5;2,7;2;no
MS;117;area_code_415;no;no;0;189,8;122;32,3;235,6;94;20,0;270,8;120;12,2;12,7;2;3,4;1;no
OR;37;area_code_408;no;no;0;257,3;117;43,7;134,5;92;11,4;306,2;102;13,8;8,2;5;2,2;3;no
VA;162;area_code_510;no;no;0;103,3;93;17,6;210,6;87;17,9;187,2;118;8,4;11,4;6;3,1;1;no
AZ;193;area_code_415;no;no;0;208,1;115;35,4;178,0;104;15,1;195,9;95;8,8;12,4;9;3,4;3;no
UT;80;area_code_415;no;no;0;195,1;65;33,2;214,0;80;18,2;124,4;96;5,6;9,2;6;2,5;2;no
WV;176;area_code_415;no;no;0;162,6;97;27,6;227,8;107;19,4;218,8;92;9,9;11,3;4;3,1;1;no
AZ;89;area_code_510;no;yes;24;197,8;84;33,6;223,2;117;19,0;201,7;132;9,1;5,7;4;1,5;1;no
RI;128;area_code_510;no;no;0;212,4;118;36,1;148,6;108;12,6;214,8;98;9,7;9,8;5;2,7;1;no
NM;138;area_code_408;no;no;0;63,7;114;10,8;212,2;132;18,0;247,6;114;11,1;8,8;4;2,4;0;no
HI;90;area_code_408;no;no;0;193,8;90;33,0;206,6;98;17,6;153,3;120;6,9;10,1;9;2,7;3;no
NY;57;area_code_510;no;yes;25;144,0;81;24,5;187,2;112;15,9;158,6;122;7,1;8,5;6;2,3;3;no
NM;177;area_code_408;no;yes;29;189,0;91;32,1;303,1;96;25,8;163,6;116;7,4;15,7;1;4,2;3;no
MI;98;area_code_415;no;yes;23;168,9;98;28,7;226,3;117;19,2;165,5;96;7,5;14,3;3;3,9;0;no
IN;140;area_code_415;no;no;0;204,7;100;34,8;126,8;107;10,8;202,8;115;9,1;12,1;4;3,3;2;no
KY;133;area_code_415;no;no;0;226,8;87;38,6;127,9;93;10,9;160,1;89;7,2;9,2;3;2,5;0;no
NC;166;area_code_415;no;yes;26;152,1;114;25,9;89,3;67;7,6;194,6;111;8,8;7,5;6;2,0;0;no
